00069437,必得船舶工程有限公司,臺北市大安區光復南路650號7樓,30.人力派遣服務
01176385,新州電腦股份有限公司,臺北市大安區復興南路1段380號11樓,30.人力派遣服務
01177440,蘭潔有限公司,臺北市中山區錦州街124號2樓,30.人力派遣服務
01179799,標一有限公司,臺北市中山區長安西路24號3樓,30.人力派遣服務
01193862,馭航股份有限公司,臺北市內湖區瑞湖街103號5樓之2,30.人力派遣服務
01508429,太平洋地毯股份有限公司,臺北市大安區忠孝東路4段26巷79號1樓,30.人力派遣服務
01511873,基錮實業有限公司,臺北市中山區吉林路14巷20之1號2樓,30.人力派遣服務
03042308,三越企業股份有限公司,臺北市中正區重慶南路2段51號11樓,30.人力派遣服務
03054943,天工鐵櫃傢俱有限公司,臺北市中正區重慶南路1段43號7樓之9,30.人力派遣服務
03098415,中華汽車工業股份有限公司,臺北市大安區敦化南路2段2號11樓,30.人力派遣服務
03264336,協達水電工程有限公司,臺北市信義區信義路4段458號4樓,30.人力派遣服務
03563708,台灣英文雜誌社股份有限公司,臺北市萬華區長沙街2段66號,30.人力派遣服務
03584817,雍興實業股份有限公司,臺北市中山區吉林路100號7樓,30.人力派遣服務
03626106,金助科技顧問服務有限公司,臺北市中正區臨沂街71巷17之1號,30.人力派遣服務
03795904,台灣電力股份有限公司,臺北市中正區羅斯福路3段242號,30.人力派遣服務
04196414,工商財經數位股份有限公司,臺北市萬華區大理街132號,30.人力派遣服務
04206709,士盟國際通運股份有限公司,臺北市南港區八德路4段778號2樓,30.人力派遣服務
04277611,和橋實業股份有限公司,臺北市中正區衡陽路51號8樓之2,30.人力派遣服務
04327387,永全貨運有限公司,臺北市南港區東新街187號,30.人力派遣服務
04329104,固特企業股份有限公司,臺北市大同區承德路3段58號8樓之1,30.人力派遣服務
04361125,復興煤礦股份有限公司,臺北市中山區松江路82號3樓,30.人力派遣服務
04394104,大洋通信工業股份有限公司,臺北市大同區重慶北路3段25巷3之3號2樓,30.人力派遣服務
04398474,貿聯企業股份有限公司,臺北市中正區濟南路一段15號,30.人力派遣服務
04593624,台大國際企業有限公司,臺北市萬華區和平西路3段51巷8號1樓,30.人力派遣服務
04610980,能源航運股份有限公司,臺北市大安區信義路3段178號10樓,30.人力派遣服務
04641034,永誠興工程企業有限公司,臺北市文山區興隆路3段19號2樓,30.人力派遣服務
04664471,國印企業有限公司,臺北市萬華區長順街105巷7號3樓,30.人力派遣服務
04669813,申通電業有限公司,臺北市中正區泉州街20巷31號1樓,30.人力派遣服務
04781359,鴻成汽車貨運有限公司,臺北市內湖區民權東路6段160號7樓之3,30.人力派遣服務
04815219,福同美術印刷有限公司,臺北市南港區福德街339巷3弄3號1樓,30.人力派遣服務
04816630,奇羽企業有限公司,臺北市南港區向陽路120巷2弄29號2樓,30.人力派遣服務
04822990,弘專有限公司,臺北市大安區新生南路3段2號10樓,30.人力派遣服務
04824147,承裕企業有限公司,臺北市中山區德惠街52號5樓之3,30.人力派遣服務
04866737,明臣實業股份有限公司,臺北市文山區指南路1段55之1號,30.人力派遣服務
04948230,榮捷企業有限公司,臺北市中正區重慶南路3段65巷4弄9號1樓,30.人力派遣服務
04950360,泓運小客車租賃股份有限公司,臺北市中山區長春路172號8樓之10,30.人力派遣服務
04968798,鉅任國際有限公司,臺北市萬華區萬大路323號7樓,30.人力派遣服務
04978487,洋昌股份有限公司,臺北市大安區復興南路２段２１０巷５弄１２號１樓,30.人力派遣服務
05006257,富國技術工程股份有限公司,臺北市松山區南京東路4段50號6樓之2,30.人力派遣服務
05050099,億基股份有限公司,臺北市大安區安東街45號9樓之5,30.人力派遣服務
05051822,立和創新有限公司,臺北市中山區長安東路1段16號8樓之3,30.人力派遣服務
05061238,亮衡事業股份有限公司,臺北市松山區南京東路4段25號5樓之1,30.人力派遣服務
05085203,寶豐隆興業股份有限公司,臺北市大安區仁愛路4段71巷36號2樓,30.人力派遣服務
05099591,茗陽企業有限公司,臺北市中正區中華路2段75巷1弄7號,30.人力派遣服務
05110456,新迪綜合股份有限公司,臺北市大安區羅斯福路3段283巷4弄7號10樓,30.人力派遣服務
05160151,巧園園藝有限公司,臺北市士林區天母東路81巷20弄24號2樓,30.人力派遣服務
05163431,勝任工程顧問股份有限公司,臺北市大安區羅斯福路2段75之1號12樓之1,30.人力派遣服務
05168484,玉祥貨運有限公司,臺北市松山區塔悠路302號1樓,30.人力派遣服務
05184787,金石堂圖書股份有限公司,臺北市中正區汀州路3段184號1樓之11，12，13，14，15，16，17，18，及192號地下室,30.人力派遣服務
05408294,快立潔有限公司,臺北市中山區龍江路328巷7號,30.人力派遣服務
05410587,翊楊汽車貨運有限公司,臺北市士林區福壽街10號,30.人力派遣服務
05420092,中發貨運股份有限公司,臺北市中山區中山北路2段185號6樓,30.人力派遣服務
05642340,錦鈺國際股份有限公司,臺北市松山區忠孝東路4段270號11樓之4,30.人力派遣服務
05642714,廉美清潔有限公司,臺北市松山區基隆路1段32號6樓,30.人力派遣服務
07097009,明志交通有限公司,臺北市中山區民權東路3段58號7樓之5,30.人力派遣服務
07608781,有志貨運物流有限公司,臺北市士林區承德路4段33巷10號2樓,30.人力派遣服務
07649690,億高資產管理股份有限公司,臺北市松山區健康路6號,30.人力派遣服務
07678060,東潛實業股份有限公司,臺北市松山區塔悠路319號,30.人力派遣服務
07691612,玉坤交通股份有限公司,臺北市大安區忠孝東路4段270號12樓,30.人力派遣服務
