"id","Address","Response_Address","Response_X","Response_Y"
"1","臺北市萬華區昆明街34號5樓之2",,,
"2","臺北市中山區復興北路2號11樓之6",,,
"3","臺北市大安區忠孝東路4段289號8樓",,,
"4","臺北市信義區忠孝東路5段1之5號6樓",,,
"5","臺北市松山區東興路8號8樓",,,
"6","臺北市信義區松德路131號地下1樓",,,
"7","臺北市文山區興隆路2段244巷1號1樓",,,
"8","臺北市中山區中山北路2段61號7樓",,,
"9","臺北市內湖區西湖里瑞光路502號3樓",,,
"10","臺北市中正區忠孝東路1段152號10樓之6",,,
"11","臺北市大安區忠孝東路4段209號9樓之5",,,
"12","臺北市士林區德行東路251號",,,
"13","臺北市萬華區西藏路164號",,,
"14","臺北市大安區忠孝東路4段107號12樓之3",,,
"15","臺北市信義區松山路142之1號3樓",,,
"16","臺北市大安區忠孝東路4段221號10樓",,,
"17","臺北市大同區重慶北路1段22號11樓之1",,,
"18","臺北市中正區忠孝西路1段7號6樓之1",,,
"19","臺北市南港區三重路19之11號3樓",,,
"20","臺北市信義區忠孝東路5段477-1號",,,
"21","臺北市萬華區萬大路187巷3弄9號",,,
"22","臺北市南港區經貿二路188號15樓",,,
"23","臺北市內湖區民權東路6段180巷6號5樓之4",,,
"24","臺北市松山區南京東路5段202號10樓之1",,,
"25","臺北市內湖區瑞光路517號",,,
"26","臺北市大同區環河北路2段277號",,,
"27","臺北市大安區忠孝東路4段333號12樓之3",,,
"28","臺北市中山區中山北路2段50號",,,
"29","臺北市大安區復興南路1段204號11樓之2",,,
"30","臺北市中山區民生東路2段64號1樓",,,
"31","臺北市文山區下崙路11巷31號地下之3",,,
"32","臺北市北投區東華街1段22巷4弄9號2樓",,,
"33","臺北市松山區南京東路5段251巷32弄9號2樓",,,
"34","臺北市中正區忠孝西路1段4號8樓",,,
"35","臺北市信義區永吉路278巷2弄1號",,,
"36","臺北市中正區忠孝東路2段100號5樓、5樓之1",,,
"37","臺北市信義區松德路10號7樓",,,
"38","臺北市內湖區民權東路6段180巷6號5樓之4",,,
"39","臺北市松山區南京東路4段152號10樓",,,
"40","臺北市信義區信安街86號1樓",,,
"41","臺北市內湖區瑞光路298號5樓",,,
"42","臺北市信義區基隆路2段125號10樓之2、之3",,,
"43","臺北市信義區松智路1號11樓",,,
"44","臺北市松山區民生東路4段133號9樓",,,
"45","臺北市信義區基隆路2段145號9樓之1",,,
"46","臺北市中山區建國北路2段65號11樓",,,
"47","臺北市信義區福德街235號3樓",,,
"48","臺北市松山區南京東路4段164號12樓",,,
"49","臺北市士林區德行西路36號3樓之12",,,
"50","臺北市松山區復興北路57號3樓之1",,,
"51","臺北市內湖區行忠路28巷1號1樓",,,
"52","臺北市中正區羅斯福路4段136巷3號",,,
"53","臺北市松山區復興北路369號7樓之5",,,
"54","臺北市信義區信義路６段９７號",,,
"55","臺北市信義區基隆路2段125號10樓及10樓之1",,,
"56","臺北市大安區大安路１段２１３號２樓",,,
"57","臺北市信義區林口街38巷7號1樓",,,
"58","臺北市大同區市民大道1段209號10樓",,,
"59","臺北市南港區研究院路2段35巷23弄25號3樓",,,
"60","臺北市中山區中山北路1段126巷12之1號",,,
"61","臺北市中正區忠孝西路1段41號14樓之12",,,
"62","臺北市大安區羅斯福路2段79號7樓之11",,,
