"id","Address","Response_Address","Response_X","Response_Y"
"20001","臺北市中山區建國北路2段33號6樓之3",,,
"20002","臺北市信義區忠孝東路5段550號3樓",,,
"20003","臺北市中正區和平西路1段161號1樓",,,
"20004","臺北市信義區松德路65號11樓之1",,,
"20005","臺北市大安區信義路3段106號9樓之2",,,
"20006","臺北市中山區中山北路2段93巷8號6樓之6",,,
"20007","臺北市中山區大直街33巷1號2樓",,,
"20008","臺北市中正區中華路1段59號7樓",,,
"20009","臺北市大安區敦化南路2段99號14樓",,,
"20010","臺北市中山區南京東路1段25號6樓之3",,,
"20011","臺北市中山區南京東路3段189號8樓",,,
"20012","臺北市北投區知行路292巷14弄5號1樓",,,
"20013","臺北市士林區通河街11-1號",,,
"20014","臺北市內湖區民權東路6段11巷39之1號",,,
"20015","臺北市大同區赤峰街23巷3號1樓",,,
"20016","臺北市中山區南京東路2段95號11樓",,,
"20017","臺北市大安區東豐街71號1樓",,,
"20018","臺北市中山區民權東路3段75巷2弄13號1樓",,,
"20019","臺北市萬華區中華路2段10號3樓",,,
"20020","臺北市大安區信義路4段6號16樓之4",,,
"20021","臺北市內湖區舊宗路1段159號3樓",,,
"20022","臺北市北投區天母西路117巷52弄38號4樓",,,
"20023","臺北市中正區開封街1段11號2樓",,,
"20024","臺北市松山區敦化南路1段80巷22號",,,
"20025","臺北市大同區南京西路41號5樓之10",,,
"20026","臺北市北投區裕民六路118號2樓",,,
"20027","臺北市信義區忠孝東路5段508號9樓之3",,,
"20028","臺北市松山區民生東路5段138巷17號",,,
"20029","臺北市信義區松山路393巷6號1樓",,,
"20030","臺北市中山區南京西路1之1號10樓",,,
"20031","臺北市士林區永公路500巷50號",,,
"20032","臺北市大安區樂業街41巷22號",,,
"20033","臺北市松山區光復北路5號8樓之6",,,
"20034","臺北市信義區基隆路1段155號7樓",,,
"20035","臺北市中正區南昌路2段222號10樓",,,
"20036","臺北市中山區中山北路2段93巷1號",,,
"20037","臺北市中山區南京東路3段201號3樓",,,
"20038","臺北市中正區重慶南路1段83號6樓",,,
"20039","臺北市中山區松江路185號10樓之5",,,
"20040","臺北市內湖區內湖路1段411巷19弄21號",,,
"20041","臺北市北投區致遠三路114巷3號",,,
"20042","臺北市中山區新生北路3段82巷29號2樓之1",,,
"20043","臺北市萬華區峨嵋街100號2樓之3",,,
"20044","臺北市大同區承德路3段297之1號2樓",,,
"20045","臺北市中正區重慶南路1段63號11樓之3",,,
"20046","臺北市中正區忠孝東路1段76號4樓之4",,,
"20047","臺北市南港區重陽路196號",,,
"20048","臺北市中山區民權東路2段148號3樓",,,
"20049","臺北市大安區羅斯福路3段237號2樓之1",,,
"20050","臺北市北投區公館路160號1樓",,,
"20051","臺北市內湖區成功路3段6巷5號",,,
"20052","臺北市信義區基隆路1段400號9樓之3",,,
"20053","臺北市中正區忠孝西路1段66號28樓",,,
"20054","臺北市松山區南京東路3段305號5樓",,,
"20055","臺北市松山區南京東路3段287號10樓",,,
"20056","臺北市大安區信義路4段1之131號12樓",,,
"20057","臺北市文山區興隆路4段109巷102號3樓",,,
"20058","臺北市中山區民權東路3段35號11樓",,,
"20059","臺北市松山區健康路225巷11之1號4樓",,,
"20060","臺北市內湖區江南街73號",,,
"20061","臺北市大安區復興南路2段268號9樓之1",,,
"20062","臺北市大安區仁愛路4段27巷28弄3樓地下",,,
"20063","臺北市松山區南京東路3段305號5樓",,,
"20064","臺北市萬華區昆明街46號8樓之37",,,
"20065","臺北市士林區延平北路5段136巷32號3樓",,,
"20066","臺北市南港區玉成街46號6樓之1",,,
"20067","臺北市中山區中山北路3段28號10樓之1",,,
"20068","臺北市信義區松德路74號12樓",,,
"20069","臺北市內湖區堤頂大道2段473號9樓",,,
"20070","臺北市松山區南京東路5段66巷6號3樓",,,
"20071","臺北市大安區忠孝東路4段293號8樓之4",,,
"20072","臺北市文山區興隆路3段207巷7弄11號1樓",,,
"20073","臺北市大同區承德路3段113巷4號1樓",,,
"20074","臺北市大安區仁愛路3段28號2樓之5",,,
"20075","臺北市松山區民族東路689號",,,
"20076","臺北市信義區基隆路1段155號8樓之8",,,
"20077","臺北市中正區重慶南路1段63號10樓之10",,,
"20078","臺北市中山區中山北路3段27號6樓之2",,,
"20079","臺北市松山區南京東路3段346之6號9樓",,,
"20080","臺北市大安區信義路2段130號1樓",,,
"20081","臺北市內湖區南京東路6段451巷17號12樓之1",,,
"20082","臺北市大同區長安西路82號3樓之1",,,
"20083","臺北市中山區中山北路2段162號7樓",,,
"20084","臺北市中正區忠孝東路1段9號5樓",,,
"20085","臺北市松山區健康路424號",,,
"20086","臺北市信義區松隆路102號17樓",,,
"20087","臺北市大安區忠孝東路4段162號10樓之2",,,
"20088","臺北市大安區大安路1段19巷32號3樓",,,
"20089","臺北市內湖區陽光街345巷10號7樓",,,
"20090","臺北市大安區新生南路3段104號",,,
"20091","臺北市士林區天玉街38巷12之1號",,,
"20092","臺北市北投區大興街24巷2弄11號3樓",,,
"20093","臺北市內湖區江南街73號",,,
"20094","臺北市信義區松隆路102號17樓之1",,,
"20095","臺北市中正區和平西路1段66號12樓",,,
"20096","臺北市中正區汀州路2段127巷7號3樓",,,
"20097","臺北市大安區復興南路2段157號3樓之2",,,
"20098","臺北市士林區大南路355號3樓",,,
"20099","臺北市北投區中和街502巷8弄3號1樓",,,
"20100","臺北市松山區南京東路4段51之2號4樓",,,
"20101","臺北市大安區敦化南路1段263號3樓",,,
"20102","臺北市大安區大安路1段80號6樓",,,
"20103","臺北市萬華區環河南路2段198巷17號(2樓)",,,
"20104","臺北市信義區忠孝東路5段510號10樓之2",,,
"20105","臺北市文山區景豐街11之1號3樓",,,
"20106","臺北市大安區和平東路3段63號5樓之6",,,
"20107","臺北市中正區館前路6號6樓之5",,,
"20108","臺北市松山區南京東路3段346號9樓之1",,,
"20109","臺北市內湖區堤頂大道1段331號4樓",,,
"20110","臺北市中山區民權西路27號8樓",,,
"20111","臺北市大安區和平東路3段435巷6之5號4樓",,,
"20112","臺北市萬華區長沙街2段159號4樓之1",,,
"20113","臺北市萬華區萬大路486巷28弄46號2樓",,,
"20114","臺北市中山區林森北路413號5樓之8",,,
"20115","臺北市大同區延平北路2段131之1號1樓",,,
"20116","臺北市信義區忠孝東路5段410號5樓",,,
"20117","臺北市松山區復興北路179號5樓",,,
"20118","臺北市萬華區桂林路68號2樓",,,
"20119","臺北市信義區東興路51號10樓",,,
"20120","臺北市內湖區民權東路6段150之5號9樓之3",,,
"20121","臺北市萬華區漢中街101號2樓",,,
"20122","臺北市中山區明水路401號",,,
"20123","臺北市大安區忠孝東路4段290號8樓",,,
"20124","臺北市中山區建國北路2段147號13樓",,,
"20125","臺北市大同區承德路3段122巷13號1樓",,,
"20126","臺北市中山區南京東路3段201號3樓",,,
