id,Address,Response_Address,Response_X,Response_Y
30001,臺北市士林區中山北路5段687號2樓,臺北市士林區舊佳里1鄰中山北路五段687號,303183.417,2776645.857
30002,臺北市信義區基隆路２段１２５號１２樓、１２樓之１至１２樓之３,臺北市信義區嘉興里3鄰基隆路二段125號,306209.868,2769041.056
30003,臺北市大安區信義路4段6號17樓之8,臺北市大安區住安里3鄰信義路四段6號,304909.961,2769557.308
30004,臺北市大安區敦化南路２段２６７號１３樓之３,臺北市大安區全安里2鄰敦化南路二段267號,305414.628,2768692.001
30005,臺北市大安區敦化南路2段77號4樓,臺北市大安區義安里13鄰敦化南路二段77號,305435.094,2769233.618
30006,臺北市北投區承德路7段376號6樓,臺北市北投區立農里21鄰承德路七段376號,300715.049,2779017.821
30007,臺北市中山區建國北路1段26號5樓,臺北市中山區朱園里7鄰建國北路一段26號,304116.090,2771099.059
30008,臺北市中正區北平東路16號5樓,臺北市中正區梅花里4鄰北平東路16號,302936.563,2770976.051
30009,臺北市文山區羅斯福路6段315號之2,臺北市文山區景華里2鄰羅斯福路六段315號,304649.012,2765215.286
30010,臺北市大安區敦化南路1段184號6樓,臺北市大安區光武里5鄰敦化南路一段184號,305346.290,2770626.219
30011,臺北市文山區萬壽街75巷47號4樓,臺北市文山區政大里19鄰萬壽路75巷47號,309481.289,2764330.720
30012,臺北市中山區民權西路53號15樓,臺北市中山區集英里19鄰民權西路53號,302512.302,2772862.234
30013,臺北市信義區松隆路324號5樓,臺北市信義區四育里3鄰松隆路324號,308244.543,2771208.253
30014,臺北市中山區復興北路48號3樓,臺北市中山區力行里12鄰復興北路48號,304865.651,2771374.679
30015,臺北市中正區仁愛路2段71號11樓之6,臺北市中正區幸市里10鄰仁愛路二段71號,303580.588,2770135.873
30016,臺北市中山區南京東路２段７２號６樓,臺北市中山區興亞里18鄰南京東路二段72號,303535.810,2771627.098
30017,臺北市信義區中坡南路215巷1號1樓,臺北市信義區中行里27鄰中坡南路215巷1號,309080.719,2770456.625
30018,臺北市信義區敦化南路１段５７號１樓之１,找不到指定的門牌地址。,,
