id,Address,Response_Address,Response_X,Response_Y
1,臺北市內湖區內湖路3段308號1樓,臺北市內湖區金瑞里19鄰內湖路三段308號,308947.416,2775794.074
2,臺北市中山區長安東路1段8號3樓,臺北市中山區正得里1鄰長安東路一段8號,302716.527,2771364.738
3,臺北市松山區復興北路417號1樓及419號1樓,臺北市松山區民福里5鄰復興北路417號,304931.243,2772873.216
4,臺北市中山區長春路65號12樓,臺北市中山區中山里26鄰長春路65號,303111.776,2771975.391
5,臺北市信義區松隆路159巷39號1樓,臺北市信義區雅祥里19鄰松隆路159巷39號,307779.927,2771286.565
6,臺北市大安區市民大道4段102號8樓,臺北市大安區建安里2鄰市民大道四段102號,305506.604,2770808.818
7,臺北市內湖區湖元里行善路398號1樓,臺北市內湖區湖元里18鄰行善路398號,308977.501,2772891.215
8,臺北市內湖區新湖一路36巷18號1至7樓,臺北市內湖區湖元里18鄰新湖一路36巷18號,307961.666,2772415.613
9,臺北市信義區信義路4段458號4樓,臺北市信義區中興里2鄰信義路四段458號,306348.457,2769530.012
10,臺北市中山區建國北路2段135、137號地下1樓,臺北市中山區復華里16鄰建國北路二段9之1號,304213.090,2771765.592
11,臺北市中正區杭州南路１段７１巷１０號,臺北市中正區文北里11鄰杭州南路一段71巷10號,303119.541,2770256.211
12,臺北市中正區館前路65號10樓,臺北市中正區黎明里11鄰館前路65號,301979.045,2770783.044
13,臺北市內湖區新湖一路8號6樓,臺北市內湖區湖元里18鄰新湖一路8號,307956.530,2772373.232
14,臺北市中山區松江路82號3樓,臺北市中山區興亞里15鄰松江路82號,303756.826,2771423.321
15,臺北市信義區松仁路89號8樓之4,臺北市信義區安康里8鄰松仁路89號,307392.924,2770021.133
16,臺北市大同區重慶北路3段25巷3之3號2樓,臺北市大同區蓬萊里20鄰重慶北路三段25巷3之3號,301890.558,2773050.025
17,臺北市中山區吉林路404號1樓,臺北市中山區新庄里1鄰吉林路404號,303496.772,2773134.346
18,臺北市中山區南京西路5之1號9樓之3,臺北市中山區民安里10鄰南京西路5之1號,302605.537,2771705.490
19,臺北市中正區愛國東路92號,臺北市中正區新營里7鄰愛國東路92號,302487.305,2769560.691
20,臺北市大同區赤峰街27號3樓,臺北市大同區光能里10鄰赤峰街27號,302401.097,2771870.903
21,臺北市萬華區環河南路3段227號,臺北市萬華區銘德里20鄰環河南路三段227號,299707.143,2768195.797
22,臺北市大安區仁愛路3段123巷7號1樓,臺北市大安區義村里20鄰仁愛路三段123巷7號,304700.805,2770197.886
23,臺北市萬華區萬大路137巷17號1樓,臺北市萬華區新安里3鄰萬大路137巷17號,300562.220,2769094.649
24,臺北市萬華區武成街30號1樓,臺北市萬華區華中里11鄰武成街30號,299993.696,2767932.132
25,臺北市文山區三福街57號1樓,臺北市文山區萬有里11鄰三福街57號,304898.015,2765638.504
26,臺北市中正區金華街28號1樓,臺北市中正區新營里21鄰金華街28號,302555.887,2769365.893
27,臺北市文山區興隆路3段19號2樓,臺北市文山區興光里4鄰興隆路三段19號,306031.097,2765988.575
28,臺北市萬華區長順街105巷7號3樓,臺北市萬華區華江里9鄰長順街105巷7號,299426.695,2769438.822
29,臺北市信義區吳興街170巷2弄4號4樓,臺北市信義區景勤里2鄰吳興街170巷2弄4號,306712.925,2769053.412
30,臺北市信義區基隆路2段79巷1號6樓,臺北市信義區景聯里8鄰基隆路二段79巷1號,306365.113,2769228.614
31,臺北市松山區延壽街151號1樓,臺北市松山區三民里1鄰延壽街151號,306810.580,2772201.394
32,臺北市松山區八德路4段135號4樓之2,臺北市松山區吉祥里10鄰八德路四段135號,306724.767,2771296.026
33,臺北市大安區辛亥路3段157巷10號,臺北市大安區黎元里18鄰辛亥路三段157巷10號,305458.073,2767822.892
34,臺北市中山區八德路2段174巷15弄11號1樓,臺北市中山區埤頭里5鄰八德路二段174巷15弄11號,304370.900,2770881.908
35,臺北市信義區信義路5段150巷16弄6號1樓,臺北市信義區三犁里20鄰信義路五段150巷16弄6號,307459.532,2769012.370
36,臺北市松山區富錦街89號1樓,臺北市松山區精忠里10鄰富錦街89號,305702.126,2772533.437
37,臺北市文山區木新路2段275號1樓,臺北市文山區樟腳里6鄰木新路二段275號,307142.225,2764004.941
38,臺北市信義區信義路6段56號7樓,臺北市信義區松友里6鄰信義路六段56號,308164.225,2769747.261
39,臺北市文山區指南路1段55之1號,臺北市文山區木新里7鄰指南路一段55之1號,307634.743,2764550.445
40,臺北市文山區木新路3段339巷7號,臺北市文山區樟新里11鄰木新路三段339巷7號,306147.689,2763690.303
41,臺北市信義區光復南路495號地下1樓,臺北市信義區中興里2鄰光復南路495號,306298.666,2769488.833
42,臺北市文山區福興路78巷20弄19號1樓,臺北市文山區興旺里17鄰福興路78巷20弄19號,305658.146,2766395.706
43,臺北市信義區中坡南路243號1樓,臺北市信義區中行里5鄰中坡南路243號,309014.414,2770356.694
44,臺北市中山區長春路219號2樓之3,臺北市中山區朱馥里1鄰長春路219號,304351.696,2771961.806
